"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"924",26.06,26.06,26.06,26.06,26.06,45043,"Georgetown County","South Carolina",43992,2143,3957,13756,9005,3782,6767,4582,47.5,23566,30965,14163,16526,4.28666666666667,0
"925",27.74,27.74,27.74,27.74,27.74,45045,"Greenville County","South Carolina",317863,15927,26342,83476,62967,27197,65683,36271,37.7,179862,193189,68070,121685,4.28666666666667,1
"926",4,4,4,4,4,45047,"Greenwood County","South Carolina",46245,3325,5575,13753,8353,4599,7227,3413,38.9,26709,28672,11972,16348,4.28666666666667,0
"927",32.666,32.666,32.666,32.666,32.666,45051,"Horry County","South Carolina",208920,7693,16955,67747,48487,20440,32174,15424,43,118738,112393,38885,72127,4.28666666666667,5
"928",8,8,8,8,8,45055,"Kershaw County","South Carolina",42739,1783,4552,14883,9060,3790,5551,3120,41.3,24194,27946,11259,16324,4.28666666666667,0
"929",6.02,6.02,6.02,6.02,6.02,45059,"Laurens County","South Carolina",44775,3028,6300,15828,9142,3958,4293,2226,40.9,25160,25416,10318,14746,4.28666666666667,0
"930",9.5,9.5,9.5,9.5,9.5,45063,"Lexington County","South Carolina",185655,6853,14119,52015,40504,18014,34789,19361,38.5,106637,112623,34148,76662,4.28666666666667,1
"931",7.23,7.23,7.23,7.23,7.23,45073,"Oconee County","South Carolina",53547,3377,5608,17018,10433,4896,7361,4854,44.3,30556,30666,8550,21611,4.28666666666667,1
"932",30.879,30.879,30.879,30.879,30.879,45077,"Pickens County","South Carolina",74249,4092,7957,23790,14520,7256,9739,6895,35.4,44646,45549,11156,33474,4.28666666666667,1
"933",8.825,8.825,8.825,8.825,8.825,45079,"Richland County","South Carolina",245449,7548,16810,55190,55052,21471,54253,35125,32.7,145069,159154,103989,53105,4.28666666666667,8
"934",6.21,6.21,6.21,6.21,6.21,45081,"Saluda County","South Carolina",13778,1546,1576,5404,2123,1194,1219,716,41.2,7059,8564,3328,5135,4.28666666666667,0
"935",17.737,17.737,17.737,17.737,17.737,45083,"Spartanburg County","South Carolina",193180,12523,19942,57508,40698,18673,28144,15692,38.2,109892,109906,41461,66969,4.28666666666667,0
"936",8.59,8.59,8.59,8.59,8.59,45091,"York County","South Carolina",158497,6146,12256,44125,33687,15543,31730,15010,37.9,90322,100210,39131,59546,4.28666666666667,1
"937",0,0,0,2.12,2.12,46027,"Clay County","South Dakota",7047,127,175,1960,1181,431,1647,1526,25.2,5335,5234,2955,2147,3.9405,0
"938",5.375,5.375,9.375,9.375,9.375,46099,"Minnehaha County","South Dakota",116899,4532,5958,34251,24839,12917,24261,10141,34.8,70140,76583,34674,40342,3.9405,1
"939",0,0,0,11,11,46101,"Moody County","South Dakota",4281,151,241,1449,845,497,772,326,40.7,2681,3033,1429,1535,3.9405,0
"940",1.32,1.32,1.32,1.32,1.32,47001,"Anderson County","Tennessee",53360,3210,4766,18047,11378,3175,7104,5680,43.2,30612,29659,10122,18968,4.09416666666667,0
"941",10.08,20.16,20.16,20.16,20.16,47003,"Bedford County","Tennessee",29957,2242,4017,12348,5704,1538,2842,1266,36.6,16721,14445,4211,10034,4.09416666666667,0
"942",0.72,0.72,0.72,0.72,0.72,47007,"Bledsoe County","Tennessee",9902,1208,1250,4234,1573,575,607,455,42.9,4534,4359,1267,3022,4.09416666666667,0
"943",5.7,14.34,14.34,14.34,14.34,47009,"Blount County","Tennessee",88202,4009,6951,30755,18961,7401,13270,6855,42.6,49033,49234,12934,35441,4.09416666666667,0
"944",0,8,8,8,8,47011,"Bradley County","Tennessee",68303,4945,6896,22044,15504,5339,8819,4756,39.4,38466,35963,8037,27422,4.09416666666667,0
"945",27,29.1,29.1,29.1,29.1,47019,"Carter County","Tennessee",41044,3268,4707,15981,7994,2470,4406,2218,43.6,23894,20617,4789,15503,4.09416666666667,0
"946",4,7.84,7.84,7.84,7.84,47021,"Cheatham County","Tennessee",26794,1252,3044,9801,5435,2087,3670,1505,39.8,14499,15182,4659,10268,4.09416666666667,0
"947",12.74,12.74,12.74,12.74,12.74,47031,"Coffee County","Tennessee",36199,1934,3739,14192,7384,2312,4249,2389,39.7,21170,19259,5870,13023,4.09416666666667,1
"948",12.685,14.605,14.605,14.605,14.605,47035,"Cumberland County","Tennessee",43211,2839,4408,16545,8599,2943,4904,2973,49.7,24177,25247,6261,18653,4.09416666666667,1
"949",239.7,253.93,253.93,253.93,253.93,47037,"Davidson County","Tennessee",446174,21862,34877,107496,88603,26961,105080,61295,34.2,264211,244873,143120,97622,4.09416666666667,3
"950",33.12,33.12,33.12,33.12,33.12,47047,"Fayette County","Tennessee",27842,1254,2238,9978,6516,1477,4436,1943,43.7,14846,19574,6688,12689,4.09416666666667,0
"951",12.42,21.06,21.06,21.06,21.06,47051,"Franklin County","Tennessee",27960,2111,2704,10347,5499,1851,3244,2204,41.5,16302,16119,5603,10262,4.09416666666667,0
"952",0,20.16,20.16,20.16,20.16,47057,"Grainger County","Tennessee",16214,1851,1663,7343,2500,1052,1227,578,43.6,8952,7252,1668,5470,4.09416666666667,0
"953",2.25,11.7,11.7,11.7,11.7,47059,"Greene County","Tennessee",48955,4009,5276,20849,8772,2712,4808,2529,43.7,28061,23887,6225,17245,4.09416666666667,0
"954",8.06,8.06,8.06,8.06,8.06,47063,"Hamblen County","Tennessee",43447,4259,4064,18290,7775,2327,4347,2385,39.9,24470,20032,5234,14522,4.09416666666667,0
"955",25.7,34.4,42.4,60.15,60.15,47065,"Hamilton County","Tennessee",240006,10221,19931,65549,57959,17375,43658,25313,39.3,136319,141181,58836,79933,4.09416666666667,0
"956",12.16,12.16,12.16,12.16,12.16,47071,"Hardin County","Tennessee",18604,1574,2360,8114,3245,944,1417,950,44.8,9871,10495,2467,7886,4.09416666666667,0
"957",25.08,25.08,25.08,25.08,25.08,47075,"Haywood County","Tennessee",12322,834,1749,5185,2408,563,886,697,39.9,7008,7569,4569,2960,4.09416666666667,0
"958",5.65,5.65,5.65,5.65,5.65,47077,"Henderson County","Tennessee",19091,1171,2679,7601,3917,1277,1600,846,40.7,10809,10055,2517,7421,4.09416666666667,0
"959",11.74,11.74,11.74,11.74,11.74,47081,"Hickman County","Tennessee",16883,1522,2489,7305,2831,953,1110,673,40.7,8769,7602,2698,4758,4.09416666666667,0
"960",16.1,16.1,16.1,16.1,16.1,47089,"Jefferson County","Tennessee",36420,2535,3870,14384,7494,2456,3496,2185,42.3,19679,17559,4232,13038,4.09416666666667,0
"961",10.76,10.76,10.76,10.76,10.76,47091,"Johnson County","Tennessee",13450,1197,2195,5498,2481,837,826,416,44.5,7009,6194,1483,4611,4.09416666666667,0
"962",25.871,25.871,25.871,25.871,25.871,47093,"Knox County","Tennessee",294599,10033,18747,78111,60905,25027,61846,39930,37.3,180729,172507,59399,109707,4.09416666666667,4
"963",4.05,4.05,4.05,4.05,4.05,47099,"Lawrence County","Tennessee",28362,2847,3041,11974,5247,1722,2216,1315,39.9,16104,15219,4237,10770,4.09416666666667,0
"964",7.62,7.62,7.62,7.62,7.62,47101,"Lewis County","Tennessee",8396,668,819,3627,1770,494,709,309,43.5,4712,4694,1447,3117,4.09416666666667,0
"965",7.2,7.2,7.2,7.2,7.2,47111,"Macon County","Tennessee",15311,1790,2209,6724,2267,864,824,633,39.6,8856,6905,1552,5260,4.09416666666667,0
"966",15.3,15.3,15.3,15.3,15.3,47113,"Madison County","Tennessee",64324,2483,5441,21159,14394,4522,10906,5419,37.6,36766,40702,18367,21993,4.09416666666667,0
"967",6,6,6,6,6,47115,"Marion County","Tennessee",20113,1887,2551,7484,4321,1185,1848,837,43.1,11525,10409,3953,6272,4.09416666666667,1
"968",8.064,8.064,8.064,8.064,8.064,47117,"Marshall County","Tennessee",21272,1569,2260,8928,4163,1494,2204,654,39.4,11968,10741,3725,6832,4.09416666666667,1
"969",8.13,11.97,11.97,11.97,11.97,47119,"Maury County","Tennessee",57355,3003,4191,20981,13386,4797,7546,3451,38.6,32465,33006,11825,20708,4.09416666666667,0
"970",1.8,13.32,13.32,13.32,13.32,47125,"Montgomery County","Tennessee",112956,2984,6191,34736,30955,10256,18714,9120,30.3,66234,55584,24499,30245,4.09416666666667,0
"971",7.56,7.56,7.56,7.56,7.56,47133,"Overton County","Tennessee",15383,1683,1559,6726,2621,738,1269,787,42.2,8893,7664,2805,4775,4.09416666666667,0
"972",0,2.4,2.4,2.4,2.4,47135,"Perry County","Tennessee",5523,550,802,2288,1011,262,442,168,43.7,3226,2621,992,1578,4.09416666666667,0
"973",57.58,57.58,57.58,57.58,57.58,47141,"Putnam County","Tennessee",46945,3557,4017,17764,8544,2129,7219,3715,36.1,29721,25500,7802,17254,4.09416666666667,1
"974",8.25,8.25,8.25,8.25,8.25,47145,"Roane County","Tennessee",38688,2317,3545,14157,8209,3357,4374,2729,46.1,21887,21090,6018,14724,4.09416666666667,0
"975",23.52,23.52,23.52,23.52,23.52,47147,"Robertson County","Tennessee",45055,1986,4236,17304,10020,3508,5327,2674,38.6,24641,26289,8290,17643,4.09416666666667,0
"976",89.95,114.04,114.04,114.04,114.04,47149,"Rutherford County","Tennessee",174081,6158,10719,51567,40515,12709,37272,15141,32.9,100661,98848,36414,60846,4.09416666666667,1
"977",21.64,24.28,24.28,24.28,24.28,47157,"Shelby County","Tennessee",600635,27210,51746,163005,140448,36630,113319,68277,34.9,347224,371109,232443,135649,4.09416666666667,5
"978",6.3,6.3,6.3,6.3,6.3,47159,"Smith County","Tennessee",13073,1017,1373,6271,2337,743,810,522,41.6,7478,7087,2470,4495,4.09416666666667,0
"979",4.14,10.62,10.62,10.62,10.62,47165,"Sumner County","Tennessee",114723,3808,8585,37578,28207,8287,18970,9288,39.4,62425,65366,18579,46003,4.09416666666667,0
"980",5.25,5.25,5.25,5.25,5.25,47171,"Unicoi County","Tennessee",13261,1213,1546,5515,2404,937,988,658,45.7,7428,7086,1913,5032,4.09416666666667,0
"981",33.52,49.19,49.19,49.19,49.19,47179,"Washington County","Tennessee",85228,4149,5974,26123,17944,4965,15305,10768,39.8,52638,48032,14325,32808,4.09416666666667,0
"982",252.862,281.792,281.792,296.492,296.492,47187,"Williamson County","Tennessee",128761,2219,3777,21080,22338,7582,46158,25607,38.9,69478,96225,25142,69850,4.09416666666667,0
"983",9.2,14,14,14,14,47189,"Wilson County","Tennessee",83248,3125,5682,26681,17702,6465,16593,7000,40.1,44528,51499,14695,36109,4.09416666666667,0
"984",31.42,50.74,50.74,50.74,50.74,48001,"Anderson County","Texas",41678,2724,5715,15377,10361,2775,3122,1604,38.9,16737,16212,3813,12262,4.80015873015873,0
"985",59.574,76.134,76.134,76.134,76.134,48005,"Angelina County","Texas",56564,4943,6831,17874,14253,4040,5700,2923,36.4,30583,28406,7834,20303,4.80015873015873,2
"986",9.84,17.36,17.36,32.045,32.045,48007,"Aransas County","Texas",17888,1103,1717,5521,5206,845,2231,1265,49,9682,9648,2704,6830,4.80015873015873,0
"987",140.8,184,184,184,184,48009,"Archer County","Texas",6085,304,379,2223,1448,476,1008,247,44.1,3350,4164,525,3600,4.80015873015873,0
"988",28.92,60.36,73.08,73.08,126.74,48013,"Atascosa County","Texas",29641,3407,3759,10671,6023,1620,2765,1396,35.5,15363,12721,5133,7461,4.80015873015873,0
"989",2.38,2.38,2.38,2.38,2.38,48021,"Bastrop County","Texas",51089,4915,4968,15554,13234,3272,6124,3022,38.7,25454,24481,9864,14033,4.80015873015873,0
"990",6.44,6.44,6.44,6.44,6.44,48025,"Bee County","Texas",22094,2453,3607,7309,5019,1572,1383,751,35.3,8762,7879,3452,4356,4.80015873015873,0
"991",387.185,451.665,456.165,456.165,456.165,48027,"Bell County","Texas",194614,8958,10683,54977,55507,19439,29486,15564,30.2,109844,86206,35512,49574,4.80015873015873,2
"992",2217.47,5298.25,8554.02,12750.76,18511.53,48029,"Bexar County","Texas",1145479,93276,97558,289011,273484,86596,195958,109596,33.1,618831,513681,264856,241617,4.80015873015873,2
"993",60.572,122.572,122.572,122.572,122.572,48031,"Blanco County","Texas",7901,487,391,2425,1956,397,1554,691,48.6,4164,4973,1220,3638,4.80015873015873,0
"994",0,16.2,16.2,16.2,16.2,48035,"Bosque County","Texas",12739,1057,1267,4416,3103,731,1467,698,46,6999,7356,1367,5885,4.80015873015873,0
"995",43.48,52.68,58.83,58.83,58.83,48037,"Bowie County","Texas",62572,2308,5636,22530,16716,3963,7477,3942,37.7,33423,35404,10196,24869,4.80015873015873,0
"996",5.075,19.285,19.285,19.285,19.285,48039,"Brazoria County","Texas",213913,13924,16069,54892,50807,17134,39650,21437,35.5,112510,106739,34421,70862,4.80015873015873,2
"997",35.645,35.645,35.645,35.645,35.645,48043,"Brewster County","Texas",6535,302,476,1398,1482,323,1489,1065,42.1,4025,3867,1765,1976,4.80015873015873,0
"998",10.44,38.9,38.9,38.9,38.9,48049,"Brown County","Texas",25560,1580,2144,9675,6266,1311,3341,1243,41,13295,13947,1904,11895,4.80015873015873,0
"999",0,21.6,21.6,21.6,26.6,48059,"Callahan County","Texas",9466,390,787,3667,2736,529,1020,337,43.5,5273,5197,751,4378,4.80015873015873,0
"1000",43.04,61.04,76.54,83.04,99.42,48061,"Cameron County","Texas",240350,52482,32210,57724,44500,14041,28347,11046,31.2,121097,76895,49975,26099,4.80015873015873,2
"1001",0,0,10.12,10.12,10.12,48067,"Cass County","Texas",21270,797,2274,9354,4810,1133,2053,849,43.3,11691,11788,2924,8763,4.80015873015873,0
"1002",63.746,112.568,112.568,112.568,112.568,48073,"Cherokee County","Texas",33172,3090,4138,11065,7316,2159,4030,1374,37.6,17729,16126,3875,12094,4.80015873015873,0
"1003",31.02,31.02,31.02,31.02,31.02,48077,"Clay County","Texas",7457,384,451,2946,2047,443,823,363,45.7,4146,5057,740,4266,4.80015873015873,0
"1004",0,0,0,0,10.5,48083,"Coleman County","Texas",6057,261,817,2487,1527,249,558,158,47.1,3405,3492,442,3012,4.80015873015873,0
"1005",767.274,956.889,965.139,1251.269,1310.079,48085,"Collin County","Texas",557114,18502,18016,86368,115236,41610,179668,97714,35.9,305827,302821,101415,196888,4.80015873015873,3
"1006",12.88,12.88,12.88,12.88,12.88,48089,"Colorado County","Texas",14328,1157,1348,5564,2746,901,2006,606,43.6,7657,8117,2029,6026,4.80015873015873,0
"1007",192.83,441.65,644.23,897.25,1162.89,48091,"Comal County","Texas",82814,4108,3783,21146,19373,6739,18978,8687,42.4,43951,51529,11450,39318,4.80015873015873,0
"1008",10.08,10.08,10.08,10.08,10.08,48097,"Cooke County","Texas",25864,1209,2124,8306,6724,2073,3811,1617,39.6,14598,14351,2246,11951,4.80015873015873,0
"1009",5.6,5.6,5.6,5.6,5.6,48099,"Coryell County","Texas",46703,1798,3704,14150,15121,5009,4898,2023,30.6,21829,16604,5158,11220,4.80015873015873,0
"1010",1435.677,1896.292,1932.392,1976.092,2053.397,48113,"Dallas County","Texas",1568849,179659,170162,358718,316804,86660,293253,163593,33.1,881279,710117,405571,295813,4.80015873015873,16
"1011",582.096,691.268,691.268,691.268,708.208,48121,"Denton County","Texas",466487,17415,20262,90160,110626,35423,132632,59969,34.2,257275,242781,80978,157579,4.80015873015873,0
"1012",0,13.68,13.68,13.68,24.84,48131,"Duval County","Texas",7461,1059,1299,2481,1574,445,426,177,37.3,3937,4344,3331,980,4.80015873015873,0
"1013",3.15,3.15,8.75,20.51,22.51,48133,"Eastland County","Texas",12239,816,1298,4398,3032,933,1281,481,42.9,6810,6495,970,5444,4.80015873015873,0
"1014",10.58,10.58,10.58,10.58,10.58,48135,"Ector County","Texas",88691,9854,13090,25431,22294,5042,9366,3614,30.7,50868,32513,8118,24010,4.80015873015873,0
"1015",454.892,738,738,738,738,48141,"El Paso County","Texas",495453,74302,46041,121206,112750,35527,72967,32660,31.6,259612,172412,112952,57150,4.80015873015873,0
"1016",398.88,482.7,492.5,494.5,501.5,48139,"Ellis County","Texas",99361,6820,8461,29503,26167,7376,14796,6238,35.7,52653,54151,13881,39574,4.80015873015873,0
"1017",21.35,21.35,21.35,21.35,21.35,48143,"Erath County","Texas",22713,1741,1806,6146,5609,1374,4201,1836,30.3,14572,12473,1965,10329,4.80015873015873,0
"1018",8,8,8,8,8,48159,"Franklin County","Texas",7259,467,609,2434,1948,490,795,516,43.5,4259,4257,751,3446,4.80015873015873,0
"1019",94.63,171.91,171.91,171.91,171.91,48167,"Galveston County","Texas",203891,10099,15336,49929,50817,18024,38853,20833,37.5,113866,110078,39511,69059,4.80015873015873,3
"1020",0,0,10.8,17.3,21.3,48175,"Goliad County","Texas",5198,271,327,2055,1325,497,472,251,45.8,2881,3458,1127,2294,4.80015873015873,0
"1021",96.1,96.1,96.1,101.1,101.1,48181,"Grayson County","Texas",82272,3795,6802,26300,21646,6998,10704,6027,40.2,47215,42264,10670,30936,4.80015873015873,0
"1022",16.635,104.535,114.535,114.535,114.535,48183,"Gregg County","Texas",78906,4760,7777,22242,21366,6618,11053,5090,35.4,45618,41507,12398,28742,4.80015873015873,0
"1023",28.52,28.52,28.52,28.52,28.52,48185,"Grimes County","Texas",18676,1807,2240,6696,4700,1087,1432,714,40.7,9005,8601,2339,6141,4.80015873015873,0
"1024",5.55,42.47,144.52,325.98,602.4,48187,"Guadalupe County","Texas",92461,4786,6872,27426,21274,7992,15763,8348,36.6,48940,49514,15744,33117,4.80015873015873,0
"1025",23.55,43.35,43.35,43.35,43.35,48193,"Hamilton County","Texas",5979,471,684,1985,1190,377,920,352,48.6,3166,3552,591,2918,4.80015873015873,0
"1026",30.88,30.88,30.88,30.88,30.88,48199,"Hardin County","Texas",37025,1459,3608,14146,9391,2703,4016,1702,38.9,20799,21297,3359,17746,4.80015873015873,0
"1027",10.74,10.74,10.74,10.74,10.74,48201,"Harris County","Texas",2734398,305685,252482,637839,570815,162181,517569,287827,32.8,1499528,1188585,587044,586073,4.80015873015873,33
"1028",15.18,31.16,31.16,31.16,31.16,48203,"Harrison County","Texas",43561,2325,4718,14815,9790,3573,6077,2263,37.5,23546,26170,8456,17512,4.80015873015873,0
"1029",12,12,12,12,12,48209,"Hays County","Texas",103614,5095,6349,22223,25468,7028,26030,11421,30.9,61360,59011,25537,31661,4.80015873015873,1
"1030",52.56,52.56,52.56,52.56,52.56,48213,"Henderson County","Texas",54979,3948,5987,18832,13159,3987,6331,2735,43.4,29780,27627,6106,21231,4.80015873015873,0
"1031",171.414,203.004,245.604,259.104,291.324,48215,"Hidalgo County","Texas",451492,107346,63828,104889,78675,21180,53684,21890,28.8,224021,139159,97969,39865,4.80015873015873,1
"1032",25.06,25.06,25.06,25.06,45.07,48217,"Hill County","Texas",23723,2012,2870,7858,5583,1888,2340,1172,42.4,12902,12045,2752,9132,4.80015873015873,0
"1033",22.877,28.577,28.577,28.577,28.577,48221,"Hood County","Texas",38287,1755,2673,10874,10956,2260,6564,3205,46.9,20932,22535,3843,18409,4.80015873015873,0
"1034",9.03,9.03,9.03,9.03,9.03,48227,"Howard County","Texas",24225,2156,3164,7577,6317,1902,2251,858,36.9,11206,8695,2110,6453,4.80015873015873,0
"1035",60,74.84,84.59,84.59,84.59,48231,"Hunt County","Texas",57974,3377,6229,20087,14256,3904,6393,3728,38,30832,28049,6671,21011,4.80015873015873,0
"1036",16.268,16.268,16.268,16.268,16.268,48243,"Jeff Davis County","Texas",1778,201,141,375,309,102,333,317,53.1,1023,1192,440,719,4.80015873015873,0
"1037",40.81,40.81,40.81,40.81,40.81,48245,"Jefferson County","Texas",166637,12021,16236,55543,40402,11775,21698,8962,35.9,93495,88627,44668,43242,4.80015873015873,0
"1038",54.86,59.56,59.56,59.56,65.56,48249,"Jim Wells County","Texas",25677,3256,4160,8756,5340,1347,1879,939,34.6,13829,11166,6492,4598,4.80015873015873,0
"1039",145.047,181.742,181.742,181.742,181.742,48251,"Johnson County","Texas",100643,6664,10216,31862,26743,7730,12446,4982,36.7,53685,48838,10496,37661,4.80015873015873,0
"1040",26.33,38.09,43.322,43.322,43.322,48257,"Kaufman County","Texas",69926,4568,6890,21983,18208,4975,9054,4248,35.8,35418,34670,9472,24846,4.80015873015873,0
"1041",35.05,96.45,112.2,135.7,184.62,48259,"Kendall County","Texas",25551,1054,1294,5391,5484,1896,6814,3618,43.6,13552,17783,3043,14508,4.80015873015873,0
"1042",24.7,24.7,24.7,34.7,34.7,48277,"Lamar County","Texas",33228,1856,3108,11517,8751,2608,3568,1820,40.3,19026,17197,4181,12826,4.80015873015873,0
"1043",5.25,5.25,5.25,5.25,5.25,48281,"Lampasas County","Texas",13768,648,1049,3553,4137,1486,1945,950,40.8,7505,7204,1479,5621,4.80015873015873,0
"1044",40.64,40.64,40.64,40.64,40.64,48289,"Leon County","Texas",11843,957,964,4286,2873,726,1419,618,44.9,6142,6945,1062,5814,4.80015873015873,0
"1045",20.16,20.16,20.16,20.16,20.16,48293,"Limestone County","Texas",15970,1499,1630,5707,3823,1109,1586,616,39.3,8084,7563,2208,5288,4.80015873015873,0
"1046",0,0,0,5.3,5.3,48297,"Live Oak County","Texas",8583,731,937,3092,2337,392,846,248,42,3699,4113,919,3154,4.80015873015873,0
"1047",3.6,10.08,10.08,10.08,10.08,48323,"Maverick County","Texas",31775,8381,4622,7123,5969,2271,2451,958,29.9,16030,10563,8303,2171,4.80015873015873,0
"1048",60.101,102.101,102.101,102.101,102.101,48309,"McLennan County","Texas",145233,9977,14181,40524,34049,14191,21171,11140,32.9,86769,74541,25694,47903,4.80015873015873,0
"1049",12.7,49.94,75.02,142.13,206.69,48325,"Medina County","Texas",31240,2845,2876,9951,7238,2422,4110,1798,38.5,14975,16049,4784,11079,4.80015873015873,1
"1050",37.856,39.816,39.816,39.816,39.816,48329,"Midland County","Texas",94044,7065,8924,22187,25023,6763,17166,6916,32.1,52870,44597,8286,35689,4.80015873015873,0
"1051",7.7,7.7,7.7,7.7,7.7,48337,"Montague County","Texas",13604,822,1576,4634,3625,793,1570,584,43.6,8024,7751,1116,6549,4.80015873015873,0
"1052",297.34,319.88,319.88,319.88,319.88,48339,"Montgomery County","Texas",325211,18059,26463,79102,75425,21501,70587,34074,36.4,173238,173113,32920,137969,4.80015873015873,5
"1053",10.8,10.8,20.92,20.92,20.92,48343,"Morris County","Texas",8886,491,1000,3083,2336,688,834,454,43.3,4954,5139,1858,3232,4.80015873015873,0
"1054",31.68,31.68,31.68,31.68,31.68,48347,"Nacogdoches County","Texas",37136,2729,3961,10422,8303,2393,5558,3770,30.2,23888,20653,6465,13925,4.80015873015873,1
"1055",28.94,28.94,28.94,28.94,28.94,48349,"Navarro County","Texas",31308,3227,3866,9537,7271,2486,3386,1535,38.2,17477,15364,4350,10847,4.80015873015873,0
"1056",10.12,10.12,10.12,10.12,10.12,48353,"Nolan County","Texas",9762,935,1148,3393,2256,845,866,319,37.9,5599,4575,1216,3282,4.80015873015873,0
"1057",12.72,88.72,119.22,173.5,200.53,48355,"Nueces County","Texas",226272,19199,24202,63779,56572,16852,29260,16408,34.9,126900,96104,45772,48966,4.80015873015873,4
"1058",141.64,141.64,141.64,141.64,141.64,48361,"Orange County","Texas",55379,1792,4429,22178,14531,4385,5753,2311,38.1,32054,30518,6800,23366,4.80015873015873,0
"1059",0,10.8,10.8,10.8,10.8,48363,"Palo Pinto County","Texas",18819,1290,2179,6960,4447,971,1994,978,41.2,10562,9337,1811,7393,4.80015873015873,0
"1060",32,32,32,32,32,48365,"Panola County","Texas",16015,881,1845,5211,4896,1129,1429,624,38,8923,10230,2211,7950,4.80015873015873,1
"1061",107.79,120.67,120.67,120.67,120.67,48367,"Parker County","Texas",81156,3203,5727,21809,22544,6382,15045,6446,39.6,42781,47694,7853,39243,4.80015873015873,0
"1062",15.26,15.26,15.26,15.26,15.26,48377,"Presidio County","Texas",4834,1371,688,838,621,62,676,578,41,2634,1817,1282,504,4.80015873015873,0
"1063",9.6,9.6,9.6,9.6,9.6,48385,"Real County","Texas",2481,179,287,709,651,110,396,149,54.1,1224,1535,277,1236,4.80015873015873,0
"1064",9.72,9.72,9.72,9.72,9.72,48395,"Robertson County","Texas",10974,740,1464,4114,2459,389,1333,475,40.9,6065,7287,2798,4419,4.80015873015873,0
"1065",72.048,132.928,135.928,135.928,165.038,48397,"Rockwall County","Texas",55187,2022,2641,12271,13784,4109,13893,6467,36.9,28457,35678,8120,27113,4.80015873015873,0
"1066",11.99,35.702,41.558,41.558,41.558,48401,"Rusk County","Texas",36246,2628,4478,12229,9629,2300,3589,1393,38.5,17753,18546,4451,13924,4.80015873015873,1
"1067",0,0,0,6.25,6.25,48409,"San Patricio County","Texas",41749,4245,5161,12969,10291,2799,4310,1974,35.5,22781,20078,7856,12005,4.80015873015873,1
"1068",263.702,309.502,309.502,309.502,309.502,48423,"Smith County","Texas",140170,9580,12313,35886,34812,12701,23910,10968,36.1,78778,79601,21456,57331,4.80015873015873,0
"1069",16.56,16.56,16.56,16.56,16.56,48425,"Somervell County","Texas",5895,343,728,1548,1383,557,935,401,40.6,3386,3538,613,2871,4.80015873015873,0
"1070",0,0,0,0,5.2,48427,"Starr County","Texas",34607,12305,6286,7680,4207,979,2281,869,29.1,16145,11883,10260,1547,4.80015873015873,0
"1071",1716.502,2122.782,2141.032,2145.532,2156.732,48439,"Tarrant County","Texas",1210423,83831,96184,287717,291757,84551,249176,117207,34,673737,610890,253071,348920,4.80015873015873,4
"1072",3.5,24.02,24.02,24.02,24.02,48441,"Taylor County","Texas",81434,4730,6423,23714,20416,6117,13703,6331,32,49476,43263,9750,32904,4.80015873015873,1
"1073",74.724,74.724,85.544,88.904,88.904,48451,"Tom Green County","Texas",72819,5596,6637,22075,16986,5425,10721,5379,33.9,42825,36720,9294,26878,4.80015873015873,0
"1074",6126.7462,9731.02453,9913.89953,10027.39453,10237.49453,48453,"Travis County","Texas",742369,49170,41151,126981,142175,41719,217271,123902,33,428220,387057,232788,140152,4.80015873015873,13
"1075",10.12,10.12,10.12,10.12,10.12,48455,"Trinity County","Texas",10594,673,1092,4434,2490,730,863,312,47.7,5325,6235,1614,4537,4.80015873015873,0
"1076",21.6,21.6,21.6,21.6,21.6,48457,"Tyler County","Texas",15102,603,1774,6315,3780,945,1161,524,42.8,7968,7654,1668,5910,4.80015873015873,0
"1077",6,6,6,6,6,48459,"Upshur County","Texas",26951,1593,3054,8786,7494,2124,2795,1105,40.5,13844,15138,2971,12015,4.80015873015873,0
"1078",0,5.52,5.52,5.52,5.52,48465,"Val Verde County","Texas",29268,6512,3425,7772,4734,1850,3742,1233,31.7,14790,12081,6285,5635,4.80015873015873,0
"1079",53.68,53.68,53.68,53.68,53.68,48467,"Van Zandt County","Texas",36417,2090,4601,12891,8877,2331,3733,1894,43.5,18613,19100,3084,15794,4.80015873015873,0
"1080",0,0,0,6,6,48469,"Victoria County","Texas",58076,4596,5582,18151,14161,5006,7362,3218,35.7,32510,28853,8802,19692,4.80015873015873,1
"1081",19.32,19.32,19.32,19.32,19.32,48473,"Waller County","Texas",24740,2531,2894,7761,5345,1548,3401,1260,29.1,13937,15902,6514,9244,4.80015873015873,0
"1082",20.24,45.54,61.84,97.055,160.175,48479,"Webb County","Texas",142944,29519,20164,34841,25150,8806,16999,7465,28.3,69668,49110,37597,11078,4.80015873015873,0
"1083",201.48,232.8,232.8,232.8,232.8,48485,"Wichita County","Texas",83603,4271,7373,27089,20613,6209,12045,6003,34,47941,41018,10525,29812,4.80015873015873,0
"1084",254.013,354.583,354.583,354.583,354.583,48491,"Williamson County","Texas",306409,9567,13273,63338,73982,25957,81467,38825,35.2,161793,163271,61875,97006,4.80015873015873,1
